,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month,url,lat,long
4430,55101010,209 KENWOOD RD,11/1/22,145000,1900,1176,209%20Kenwood%20Rd%20Fayette%20County%20GA,055101010-11/1/2022-145000.0,123.2993197,2022,2022,11,2022-11,https://www.google.com/maps/search/209%20Kenwood%20Rd%20Fayette%20County%20GA,33.5111889,-84.4387438
4431,51807021,240 WOODGATE CIR,6/11/18,175000,1992,1658,240%20Woodgate%20Cir%20Fayette%20County%20GA,051807021-6/11/2018-175000.0,105.548854,2018,2018,6,2018-6,https://www.google.com/maps/search/240%20Woodgate%20Cir%20Fayette%20County%20GA,33.4374501,-84.4498871
4432,50210009,205 ELISE WAY,6/20/18,427000,2007,3159,205%20Elise%20Way%20Fayette%20County%20GA,050210009-6/20/2018-427000.0,135.1693574,2018,2018,6,2018-6,https://www.google.com/maps/search/205%20Elise%20Way%20Fayette%20County%20GA,33.3965323,-84.4758745
4433,0905  035,177 PETERS RD,6/22/18,275000,1996,2192,177%20Peters%20Rd%20Fayette%20County%20GA,0905  035-6/22/2018-275000.0,125.4562044,2018,2018,6,2018-6,https://www.google.com/maps/search/177%20Peters%20Rd%20Fayette%20County%20GA,33.5363224,-84.5104007
4434,51701033,140 N MORNING DOVE DR,6/15/18,210000,1977,2224,140%20N%20Morning%20Dove%20Dr%20Fayette%20County%20GA,051701033-6/15/2018-210000.0,94.42446043,2018,2018,6,2018-6,https://www.google.com/maps/search/140%20N%20Morning%20Dove%20Dr%20Fayette%20County%20GA,33.4356403,-84.4673902
4435,52309014,105 WALKER AVE,6/15/18,159900,1973,1553,105%20Walker%20Ave%20Fayette%20County%20GA,052309014-6/15/2018-159900.0,102.962009,2018,2018,6,2018-6,https://www.google.com/maps/search/105%20Walker%20Ave%20Fayette%20County%20GA,33.439894,-84.4625708
4436,73213029,206 DRIFTWOOD LN,6/5/18,254000,1979,2233,206%20Driftwood%20Ln%20Fayette%20County%20GA,073213029-6/5/2018-254000.0,113.7483206,2018,2018,6,2018-6,https://www.google.com/maps/search/206%20Driftwood%20Ln%20Fayette%20County%20GA,33.3901446,-84.5691393
4437,73009019,306 SANDALIN LN,6/18/18,450000,1992,2642,306%20Sandalin%20Ln%20Fayette%20County%20GA,073009019-6/18/2018-450000.0,170.325511,2018,2018,6,2018-6,https://www.google.com/maps/search/306%20Sandalin%20Ln%20Fayette%20County%20GA,33.4229924,-84.5828493
4438,73104019,102 COCKSPUR CT,6/15/18,535000,1973,2160,102%20Cockspur%20Ct%20Fayette%20County%20GA,073104019-6/15/2018-535000.0,247.6851852,2018,2018,6,2018-6,https://www.google.com/maps/search/102%20Cockspur%20Ct%20Fayette%20County%20GA,33.4108232,-84.583729
4439,73217051,204 RIDGELAKE DR,6/18/18,199900,1986,1390,204%20Ridgelake%20Dr%20Fayette%20County%20GA,073217051-6/18/2018-199900.0,143.8129496,2018,2018,6,2018-6,https://www.google.com/maps/search/204%20Ridgelake%20Dr%20Fayette%20County%20GA,33.4036166,-84.5818528
